"h [mm]","w [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","dB(S(1,2)) []","dB(S(2,2)) []"
0.05,0.03,14.585,-18.1012168430159,-0.324807429613111,-0.32480742961311,-18.1009009231476
0.05,0.03,14.6325,-18.1290994431596,-0.324842863875058,-0.324842863875058,-18.1287810166215
0.05,0.03,14.68,-18.1574302758874,-0.324874486803878,-0.324874486803878,-18.1571093808066
0.05,0.03,14.7275,-18.186205458058,-0.324902372045841,-0.32490237204584,-18.185882133598
0.05,0.03,14.775,-18.2154210129388,-0.324926594776527,-0.324926594776527,-18.2150952992668
0.05,0.03,14.8225,-18.2450728733268,-0.324947231704949,-0.324947231704949,-18.2447448115811
0.05,0.03,14.87,-18.2751568847255,-0.324964361077561,-0.324964361077561,-18.2748265169824
0.05,0.03,14.9175,-18.3056688085722,-0.324978062682156,-0.324978062682156,-18.305336177812
0.05,0.03,14.965,-18.3366043255076,-0.324988417851635,-0.324988417851634,-18.3362694755805
0.05,0.03,15.0125,-18.3679590386844,-0.324995509467675,-0.324995509467675,-18.3676220142755
0.05,0.03,15.06,-18.3997284771069,-0.32499942196426,-0.32499942196426,-18.3993893237017
0.05,0.03,15.1075,-18.4319080989982,-0.325000241331122,-0.325000241331121,-18.4315668628468
0.05,0.03,15.155,-18.4644932951862,-0.324998055117017,-0.324998055117017,-18.4641500232685
0.05,0.03,15.2025,-18.4974793925065,-0.324992952432924,-0.324992952432922,-18.497134132496
0.05,0.03,15.25,-18.5308616572135,-0.324985023955081,-0.324985023955081,-18.530514457442
0.05,0.03,15.2975,-18.5646352983965,-0.324974361927922,-0.32497436192792,-18.5642862078179
0.05,0.03,15.345,-18.5987954713937,-0.324961060166883,-0.324961060166884,-18.5984445395487
0.05,0.03,15.3925,-18.6333372812016,-0.324945214061076,-0.324945214061076,-18.6329845581817
0.05,0.03,15.44,-18.6682557858719,-0.324926920575817,-0.324926920575817,-18.6679013222841
0.05,0.03,15.4875,-18.7035459998932,-0.324906278255074,-0.324906278255074,-18.7031898468246
0.05,0.03,15.535,-18.7392028975523,-0.324883387223715,-0.324883387223713,-18.7388451065344
0.05,0.03,15.5825,-18.7752214162699,-0.324858349189687,-0.324858349189686,-18.7748620392443
0.05,0.03,15.63,-18.8115964599077,-0.324831267446012,-0.32483126744601,-18.8112355491912
0.05,0.03,15.6775,-18.8483229020418,-0.324802246872682,-0.32480224687268,-18.8479605102922
0.05,0.03,15.725,-18.8853955891992,-0.324771393938387,-0.324771393938385,-18.8850317693813
0.05,0.03,15.7725,-18.9228093440529,-0.324738816702128,-0.324738816702128,-18.9224441494052
0.05,0.03,15.82,-18.9605589685731,-0.324704624814682,-0.32470462481468,-18.9601924525747
0.05,0.03,15.8675,-18.9986392471301,-0.324668929519913,-0.324668929519913,-18.998271463468
0.05,0.03,15.915,-19.0370449495464,-0.324631843655961,-0.324631843655961,-19.036675952084
0.05,0.03,15.9625,-19.0757708340955,-0.324593481656271,-0.324593481656271,-19.0754006768406
0.05,0.03,16.01,-19.1148116504437,-0.324553959550479,-0.324553959550479,-19.114440387518
0.05,0.03,16.0575,-19.1541621425327,-0.324513394965153,-0.324513394965153,-19.1537898281417
0.05,0.03,16.105,-19.1938170514016,-0.324471907124386,-0.324471907124386,-19.1934437398045
0.05,0.03,16.1525,-19.2337711179445,-0.324429616850236,-0.324429616850236,-19.2333968634257
0.05,0.03,16.2,-19.2740190856034,-0.324386646563009,-0.324386646563009,-19.2736439424441
0.05,0.03,16.2475,-19.3145557029938,-0.324343120281394,-0.324343120281395,-19.3141797254443
0.05,0.03,16.295,-19.3553757264612,-0.324299163622448,-0.324299163622446,-19.3549989687143
0.05,0.03,16.3425,-19.3964739225684,-0.324254903801406,-0.324254903801404,-19.3960964387332
0.05,0.03,16.39,-19.4378450705106,-0.324210469631352,-0.324210469631348,-19.4374669145869
0.05,0.03,16.4375,-19.4794839644594,-0.324165991522715,-0.324165991522714,-19.4791051903132
0.05,0.03,16.485,-19.5213854158324,-0.324121601482632,-0.324121601482632,-19.5210060771721
0.05,0.03,16.5325,-19.5635442554906,-0.324077433114089,-0.324077433114089,-19.5631644058436
0.05,0.03,16.58,-19.60595533586,-0.324033621614958,-0.324033621614958,-19.6055750285507
0.05,0.03,16.6275,-19.6486135329803,-0.323990303776847,-0.323990303776845,-19.6482328211083
0.05,0.03,16.675,-19.6915137484773,-0.323947617983764,-0.323947617983763,-19.6911326848964
0.05,0.03,16.7225,-19.7346509114613,-0.323905704210628,-0.323905704210626,-19.7342695487599
0.05,0.03,16.77,-19.7780199803507,-0.323864704021612,-0.323864704021609,-19.7776383708323
0.05,0.03,16.8175,-19.8216159446208,-0.323824760568308,-0.323824760568308,-19.8212341402855
0.05,0.03,16.865,-19.8654338264787,-0.323786018587716,-0.323786018587716,-19.8650518790054
0.05,0.03,16.9125,-19.9094686824638,-0.32374862440004,-0.32374862440004,-19.9090866431934
0.05,0.03,16.96,-19.9537156049757,-0.323712725906352,-0.32371272590635,-19.953333524895
0.05,0.03,17.0075,-19.9981697237298,-0.323678472586028,-0.323678472586025,-19.9977876534557
0.05,0.03,17.055,-20.0428262071397,-0.323646015494026,-0.323646015494026,-20.0424441969049
0.05,0.03,17.1025,-20.0876802636304,-0.323615507257979,-0.323615507257979,-20.0872983632691
0.05,0.03,17.15,-20.1327271428804,-0.323587102075107,-0.323587102075106,-20.1323454018153
0.05,0.03,17.1975,-20.177962136995,-0.323560955708931,-0.32356095570893,-20.1775806042247
0.05,0.03,17.245,-20.2233805816121,-0.323537225485813,-0.323537225485815,-20.2229993056992
0.05,0.03,17.2925,-20.2689778569404,-0.323516070291288,-0.323516070291288,-20.2685968860006
0.05,0.03,17.34,-20.3147493887333,-0.323497650566232,-0.323497650566231,-20.3143687704246
0.05,0.03,17.3875,-20.3606906491974,-0.323482128302811,-0.32348212830281,-20.3603104307107
0.05,0.03,17.435,-20.4067971578383,-0.323469667040248,-0.323469667040248,-20.4064173858882
0.05,0.03,17.4825,-20.4530644822459,-0.323460431860405,-0.323460431860404,-20.452685203062
0.05,0.03,17.53,-20.4994882388177,-0.323454589383133,-0.323454589383134,-20.499109498137
0.05,0.03,17.5775,-20.546064093425,-0.323452307761476,-0.323452307761476,-20.5456859364844
0.05,0.03,17.625,-20.5927877620209,-0.323453756676607,-0.323453756676603,-20.5924102335508
0.05,0.03,17.6725,-20.6396550111928,-0.323459107332616,-0.323459107332617,-20.6392781554111
0.05,0.03,17.72,-20.686661658661,-0.323468532451095,-0.323468532451095,-20.6862855192672
0.05,0.03,17.7675,-20.733803573724,-0.323482206265461,-0.323482206265459,-20.7334281938946
0.05,0.03,17.815,-20.781076677653,-0.32350030451513,-0.323500304515129,-20.7807021000371
0.05,0.03,17.8625,-20.8284769440368,-0.323523004439469,-0.323523004439466,-20.8281032107518
0.05,0.03,17.91,-20.8760003990784,-0.323550484771511,-0.323550484771509,-20.8756275517071
0.05,0.03,17.9575,-20.9236431218453,-0.323582925731482,-0.32358292573148,-20.9232712014327
0.05,0.03,18.005,-20.9714012444749,-0.323620509020126,-0.323620509020124,-20.9710302915258
0.05,0.03,18.0525,-21.0192709523363,-0.323663417811774,-0.323663417811772,-21.0189010068134
0.05,0.03,18.1,-21.0672484841507,-0.323711836747242,-0.32371183674724,-21.0668795854728
0.05,0.03,18.1475,-21.1153301320706,-0.323765951926486,-0.323765951926484,-21.1149623191119
0.05,0.03,18.195,-21.1635122417216,-0.323825950901027,-0.323825950901027,-21.1631455528105
0.05,0.03,18.2425,-21.2117912122054,-0.323892022666194,-0.323892022666191,-21.2114256851245
0.05,0.03,18.29,-21.2601634960684,-0.323964357653113,-0.323964357653109,-21.2597991680545
0.05,0.03,18.3375,-21.308625599235,-0.324043147720461,-0.324043147720456,-21.3082625069793
0.05,0.03,18.385,-21.3571740809083,-0.324128586146043,-0.324128586146043,-21.3568122605573
0.05,0.03,18.4325,-21.40580555344,-0.324220867618108,-0.324220867618108,-21.4054450405966
0.05,0.03,18.48,-21.4545166821692,-0.324320188226441,-0.324320188226439,-21.454157511894
0.05,0.03,18.5275,-21.5033041852334,-0.324426745453196,-0.324426745453195,-21.5029463920465
0.05,0.03,18.575,-21.552164833352,-0.324540738163593,-0.324540738163589,-21.5518084512348
0.05,0.03,18.6225,-21.6010954495836,-0.324662366596272,-0.324662366596271,-21.6007405119811
0.05,0.03,18.67,-21.6500929090587,-0.32479183235349,-0.324791832353489,-21.6497394488824
0.05,0.03,18.7175,-21.6991541386896,-0.324929338391036,-0.324929338391035,-21.6988021883197
0.05,0.03,18.765,-21.7482761168573,-0.325075089007949,-0.325075089007948,-21.7479257081459
0.05,0.03,18.8125,-21.7974558730776,-0.325229289835973,-0.32522928983597,-21.7971070373521
0.05,0.03,18.86,-21.8466904876483,-0.325392147828786,-0.325392147828788,-21.8463432557147
0.05,0.03,18.9075,-21.8959770912766,-0.325563871250992,-0.325563871250988,-21.8956314934229
0.05,0.03,18.955,-21.9453128646897,-0.325744669666849,-0.325744669666845,-21.9449689306901
0.05,0.03,19.0025,-21.9946950382288,-0.325934753928811,-0.325934753928811,-21.9943527973476
0.05,0.03,19.05,-22.0441208914279,-0.32613433616576,-0.326134336165759,-22.0437803724233
0.05,0.03,19.0975,-22.0935877525779,-0.326343629771048,-0.326343629771048,-22.0932489837066
0.05,0.03,19.145,-22.1430929982775,-0.326562849390257,-0.326562849390254,-22.1427560072993
0.05,0.03,19.1925,-22.1926340529719,-0.326792210908755,-0.326792210908753,-22.192298867154
0.05,0.03,19.24,-22.2422083884799,-0.327031931438971,-0.327031931438966,-22.2418750346017
0.05,0.03,19.2875,-22.2918135235103,-0.327282229307411,-0.327282229307411,-22.2914820278682
0.05,0.03,19.335,-22.3414470231686,-0.327543324041517,-0.327543324041515,-22.3411174115809
0.05,0.03,19.3825,-22.3911064984551,-0.327815436356141,-0.32781543635614,-22.3907787962672
0.05,0.03,19.43,-22.4407896057545,-0.328098788139903,-0.328098788139903,-22.4404638378437
0.05,0.03,19.4775,-22.4904940463185,-0.328393602441192,-0.328393602441188,-22.4901702370995
0.05,0.03,19.525,-22.5402175657418,-0.328700103453976,-0.328700103453974,-22.5398957391719
0.05,0.03,19.5725,-22.5899579534322,-0.329018516503381,-0.32901851650338,-22.5896381330163
0.05,0.03,19.62,-22.6397130420754,-0.329349068030945,-0.32934906803094,-22.6393952508719
0.05,0.03,19.6675,-22.6894807070955,-0.32969198557969,-0.329691985579685,-22.6891649677214
0.05,0.03,19.715,-22.7392588661119,-0.330047497778896,-0.330047497778896,-22.7389452007483
0.05,0.03,19.7625,-22.7890454783919,-0.330415834328675,-0.330415834328671,-22.7887339087897
0.05,0.03,19.81,-22.8388385443021,-0.330797225984214,-0.330797225984211,-22.8385290917873
0.05,0.03,19.8575,-22.8886361047562,-0.331191904539842,-0.331191904539838,-22.8883287902359
0.05,0.03,19.905,-22.9384362406625,-0.331600102812813,-0.331600102812808,-22.9381310846299
0.05,0.03,19.9525,-22.9882370723691,-0.332022054626822,-0.332022054626819,-22.9879340949097
0.05,0.03,20,-23.0380367591097,-0.33245799479528,-0.33245799479528,-23.0377359799065
0.1,0.03,1,-23.9776645532733,-0.169083863029419,-0.169083863029419,-23.977661051578
0.1,0.03,1.0475,-23.6097854890767,-0.171398499960596,-0.171398499960599,-23.6097818127043
0.1,0.03,1.095,-23.2570112086105,-0.173783931609552,-0.173783931609559,-23.2570073580857
0.1,0.03,1.1425,-22.9182655631387,-0.176237680537535,-0.176237680537539,-22.9182615417956
0.1,0.03,1.19,-22.5925735863661,-0.17875745819816,-0.17875745819817,-22.5925693996803
0.1,0.03,1.2375,-22.279050846154,-0.181341160495922,-0.181341160495934,-22.2790465011816
0.1,0.03,1.285,-21.9768938356522,-0.18398686128011,-0.183986861280123,-21.9768893405593
0.1,0.03,1.3325,-21.6853713759113,-0.186692804215863,-0.186692804215878,-21.6853667395805
0.1,0.03,1.38,-21.4038169638012,-0.189457393434908,-0.189457393434924,-21.4038121955039
0.1,0.03,1.4275,-21.1316219823076,-0.192279183325108,-0.192279183325126,-21.1316170914338
0.1,0.03,1.475,-20.8682296857633,-0.195156867772979,-0.195156867772998,-20.8682246816005
0.1,0.03,1.5225,-20.6131298747769,-0.198089269128488,-0.198089269128504,-20.6131247663318
0.1,0.03,1.57,-20.3658541812676,-0.201075327118279,-0.201075327118297,-20.3658489771241
0.1,0.03,1.6175,-20.1259718911814,-0.20411408789317,-0.20411408789319,-20.1259665993912
0.1,0.03,1.665,-19.8930862400522,-0.207204693358666,-0.207204693358685,-19.8930808680518
0.1,0.03,1.7125,-19.6668311239676,-0.210346370904205,-0.210346370904224,-19.6668256785188
0.1,0.03,1.76,-19.4468681753996,-0.213538423617586,-0.213538423617604,-19.4468626625495
0.1,0.03,1.8075,-19.2328841596201,-0.216780221045828,-0.216780221045846,-19.2328785846778
0.1,0.03,1.855,-19.0245886530084,-0.220071190542253,-0.220071190542271,-19.0245830205351
0.1,0.03,1.9025,-18.8217119694812,-0.223410809221703,-0.22341080922172,-18.8217062832918
0.1,0.03,1.95,-18.6240033055913,-0.226798596531052,-0.226798596531069,-18.6239975687651
0.1,0.03,1.9975,-18.4312290785998,-0.230234107430497,-0.230234107430513,-18.4312232934988
0.1,0.03,2.045,-18.2431714350935,-0.233716926171764,-0.233716926171781,-18.243165603386
0.1,0.03,2.0925,-18.0596269105493,-0.237246660652392,-0.237246660652408,-18.0596210332382
0.1,0.03,2.14,-17.880405222708,-0.240822937320102,-0.240822937320119,-17.8803993001627
0.1,0.03,2.1875,-17.7053281837457,-0.244445396597625,-0.24444539659764,-17.7053222157353
0.1,0.03,2.235,-17.5342287180761,-0.248113688796175,-0.248113688796188,-17.5342227038053
0.1,0.03,2.2825,-17.3669499742231,-0.251827470484443,-0.251827470484457,-17.3669439123678
0.1,0.03,2.33,-17.2033445205899,-0.255586401279755,-0.255586401279767,-17.2033384093339
0.1,0.03,2.3775,-17.0432736161669,-0.259390141028198,-0.25939014102821,-17.0432674532374
0.1,0.03,2.425,-16.8866065482698,-0.263238347341485,-0.263238347341496,-16.8866003309732
0.1,0.03,2.4725,-16.7332200303248,-0.267130673459425,-0.267130673459439,-16.7332137555813
0.1,0.03,2.52,-16.5829976535177,-0.271066766408378,-0.27106676640839,-16.5829913178943
0.1,0.03,2.5675,-16.4358293868278,-0.275046265427714,-0.275046265427724,-16.4358229865708
0.1,0.03,2.615,-16.291611120586,-0.279068800638081,-0.279068800638087,-16.2916046516513
0.1,0.03,2.6625,-16.1502442492335,-0.283133991927009,-0.283133991927017,-16.1502377073164
0.1,0.03,2.71,-16.0116352894369,-0.287241448029346,-0.287241448029355,-16.0116286699995
0.1,0.03,2.7575,-15.8756955301306,-0.291390765781598,-0.291390765781606,-15.8756888284276
0.1,0.03,2.805,-15.7423407114282,-0.29558152953119,-0.295581529531198,-15.742333922532
0.1,0.03,2.8525,-15.6114907296694,-0.299813310683161,-0.299813310683166,-15.6114838484929
0.1,0.03,2.9,-15.483069366158,-0.304085667368452,-0.304085667368457,-15.483062387476
0.1,0.03,2.9475,-15.3570040373981,-0.308398144219432,-0.308398144219436,-15.3569969558678
0.1,0.03,2.995,-15.2332255648664,-0.312750272239626,-0.312750272239628,-15.2332183750455
0.1,0.03,3.0425,-15.1116679625536,-0.317141568755955,-0.317141568755959,-15.111660658918
0.1,0.03,3.09,-14.9922682406898,-0.321571537442959,-0.321571537442961,-14.9922608176495
0.1,0.03,3.1375,-14.8749662242265,-0.326039668409504,-0.326039668409505,-14.8749586761401
0.1,0.03,3.185,-14.7597043847861,-0.330545438339609,-0.33054543833961,-14.7596967059748
0.1,0.03,3.2325,-14.6464276849202,-0.335088310679762,-0.335088310679764,-14.6464198696799
0.1,0.03,3.28,-14.5350834336266,-0.339667735866035,-0.339667735866036,-14.5350754762396
0.1,0.03,3.3275,-14.4256211521775,-0.344283151585024,-0.344283151585024,-14.4256130469227
0.1,0.03,3.375,-14.3179924494003,-0.348933983063324,-0.348933983063324,-14.3179841905629
0.1,0.03,3.4225,-14.2121509056325,-0.353619643380796,-0.353619643380795,-14.2121424875125
0.1,0.03,3.47,-14.1080519646469,-0.358339533803535,-0.358339533803533,-14.1080433815671
0.1,0.03,3.5175,-14.0056528329042,-0.363093044132844,-0.363093044132846,-14.005644079217
0.1,0.03,3.565,-13.9049123855521,-0.367879553067029,-0.367879553067026,-13.9049034556464
0.1,0.03,3.6125,-13.8057910786401,-0.372698428573123,-0.372698428573123,-13.8057819669464
0.1,0.03,3.66,-13.7082508670674,-0.377549028266187,-0.377549028266184,-13.7082415680634
0.1,0.03,3.7075,-13.6122551278234,-0.382430699793866,-0.382430699793864,-13.6122456360384
0.1,0.03,3.755,-13.5177685881196,-0.387342781224485,-0.387342781224483,-13.5177588981385
0.1,0.03,3.8025,-13.424757258045,-0.392284601436899,-0.392284601436894,-13.424747364512
0.1,0.03,3.85,-13.3331883674097,-0.397255480510774,-0.39725548051077,-13.3331782650312
0.1,0.03,3.8975,-13.2430303064691,-0.402254730116061,-0.402254730116056,-13.2430199900167
0.1,0.03,3.945,-13.1542525702479,-0.407281653900552,-0.40728165390055,-13.1542420345604
0.1,0.03,3.9925,-13.0668257062041,-0.41233554787471,-0.412335547874704,-13.06681494619
0.1,0.03,4.04,-12.9807212649979,-0.417415700792907,-0.417415700792905,-12.9807102756364
0.1,0.03,4.0875,-12.8959117541457,-0.422521394530505,-0.422521394530498,-12.8959005304885
0.1,0.03,4.135,-12.8123705943605,-0.427651904456158,-0.427651904456154,-12.812359131533
0.1,0.03,4.1825,-12.7300720783936,-0.432806499798965,-0.432806499798958,-12.7300603715953
0.1,0.03,4.23,-12.6489913322076,-0.43798444400998,-0.437984444009976,-12.6489793767133
0.1,0.03,4.2775,-12.5691042783246,-0.443184995117899,-0.443184995117893,-12.5690920694845
0.1,0.03,4.325,-12.490387601205,-0.448407406078568,-0.448407406078563,-12.4903751344448
0.1,0.03,4.3725,-12.4128187145226,-0.453650925118192,-0.453650925118188,-12.412805985344
0.1,0.03,4.42,-12.3363757302142,-0.458914796070054,-0.458914796070046,-12.3363627341945
0.1,0.03,4.4675,-12.2610374291878,-0.464198258704628,-0.464198258704621,-12.2610241619798
0.1,0.03,4.515,-12.1867832335852,-0.469500549053082,-0.469500549053077,-12.1867696909169
0.1,0.03,4.5625,-12.1135931805003,-0.474820899724023,-0.474820899724019,-12.1135793581742
0.1,0.03,4.61,-12.0414478970622,-0.480158540213532,-0.480158540213525,-12.041433790955
0.1,0.03,4.6575,-11.970328576799,-0.485512697208479,-0.485512697208471,-11.9703141828608
0.1,0.03,4.705,-11.9002169572052,-0.490882594883119,-0.490882594883111,-11.9002022714588
0.1,0.03,4.7525,-11.8310952984369,-0.496267455189031,-0.496267455189026,-11.8310803169769
0.1,0.03,4.8,-11.7629463630713,-0.501666498138438,-0.501666498138433,-11.7629310820634
0.1,0.03,4.8475,-11.6957533968636,-0.507078942080942,-0.507078942080937,-11.6957378125433
0.1,0.03,4.895,-11.6295001104452,-0.5125040039738,-0.512504003973793,-11.6294842191172
0.1,0.03,4.9425,-11.5641706619077,-0.517940899645765,-0.51794089964576,-11.5641544599446
0.1,0.03,4.99,-11.4997496402214,-0.523388844054623,-0.523388844054616,-11.4997331240627
0.1,0.03,5.0375,-11.4362220494411,-0.528847051538448,-0.528847051538441,-11.4362052155921
0.1,0.03,5.085,-11.3735732936546,-0.534314736060752,-0.534314736060744,-11.3735561386851
0.1,0.03,5.1325,-11.3117891626327,-0.539791111449562,-0.539791111449554,-11.3117716831759
0.1,0.03,5.18,-11.2508558181408,-0.545275391630542,-0.545275391630534,-11.2508380108921
0.1,0.03,5.2275,-11.1907597808769,-0.550766790854267,-0.550766790854259,-11.1907416425928
0.1,0.03,5.275,-11.1314879180016,-0.556264523917744,-0.556264523917738,-11.1314694454983
0.1,0.03,5.3225,-11.0730274312279,-0.561767806380275,-0.561767806380269,-11.0730086213799
0.1,0.03,5.37,-11.0153658454405,-0.567275854773772,-0.567275854773768,-11.0153466951797
0.1,0.03,5.4175,-10.958490997818,-0.572787886807619,-0.572787886807614,-10.9584715041322
0.1,0.03,5.465,-10.9023910274304,-0.578303121568201,-0.578303121568194,-10.9023711873619
0.1,0.03,5.5125,-10.8470543652867,-0.583820779713148,-0.583820779713141,-10.8470341759315
0.1,0.03,5.56,-10.7924697248116,-0.589340083660474,-0.589340083660468,-10.7924491833175
0.1,0.03,5.6075,-10.7386260927264,-0.594860257772635,-0.59486025777263,-10.7386051962923
